pipeline_id,length_km,diameters_mm,age_years,material,location,repair_type,repair_duration_hours,pressure,temperature,flow_rate,corrosion_level,deformation_level,leak_detection,pipeline_status
2059,65.44637325,909.6512404,12,Steel,Suburban,0ne,19,1.670976774,2.803138771,3.564122593,0,0,1,1
2060,54.99775507,919.7417983,11,PVC,Rural,Replacement,35,2.588539682,19.47018066,54.49636885,4,3,1,1
2061,7.165037482,948.9791007,20,PVC,Urban,0ne,48,1.835761009,25.84850231,78.71319147,1,1,1,0
2062,51.73776223,568.2074402,1,HDPE,Suburban,0ne,91,3.190711889,8.547403882,7.840986901,2,1,1,1
2063,80.83395811,709.3844063,27,PVC,Urban,0ne,60,5.135790457,15.24718153,41.90411366,2,2,1,1
2064,46.46474788,800.6642921,3,Cast Iron,Suburban,Repair,31,9.161295445,31.98419852,33.32461603,3,4,0,1
2065,6.143701178,217.9131568,12,Cast Iron,Rural,0ne,3,8.848168803,-2.565911909,91.45289691,3,3,0,0
2066,78.84154174,640.8614755,30,HDPE,Suburban,0ne,35,7.467398336,17.26122096,19.39443693,1,3,1,1
2067,20.93501443,130.8681112,9,Steel,Suburban,0ne,88,1.217011236,7.420633091,32.5176809,1,1,0,1
2068,26.60346265,547.809475,37,HDPE,Suburban,Replacement,52,4.072502812,25.13973791,89.94602975,2,1,0,1
2069,17.30592899,239.3584135,1,PVC,Urban,Repair,71,7.141135838,-9.059487842,33.7346773,4,3,0,1
2070,33.69129142,264.6306334,42,Steel,Suburban,Repair,51,2.161260072,23.52366499,53.60339662,4,0,1,0
2071,75.91839906,428.54281,49,Steel,Rural,Repair,56,8.20979065,-4.855113299,4.270498386,3,2,0,0
2072,52.41920009,489.19345,4,Steel,Suburban,Replacement,99,9.23116312,-6.76161235,98.50534118,1,0,0,0
2073,21.28324614,660.8551821,15,PVC,Suburban,0ne,21,4.18694002,26.23116505,82.66972408,1,4,0,0
2074,87.90517774,166.9855766,27,Cast Iron,Rural,Replacement,1,7.352587557,22.01710765,63.80569353,4,0,0,0
2075,88.07860364,553.3225851,8,Cast Iron,Rural,Repair,53,2.333837194,34.74679654,7.014772036,3,0,1,0
2076,87.18726408,264.3626172,23,PVC,Urban,Repair,6,7.217348042,15.98274779,8.412126176,4,4,0,1
2077,24.64082493,616.5776575,15,PVC,Rural,Repair,98,1.193098711,16.50122128,54.95238945,4,2,0,0
2078,45.67269507,673.664151,27,HDPE,Rural,Replacement,82,2.356943561,25.35089178,29.22137918,2,3,0,1
2079,98.51397596,601.0383309,31,HDPE,Rural,Repair,62,7.388933019,6.169878818,62.6561553,1,0,1,1
2080,77.42923515,764.4659594,39,Cast Iron,Suburban,0ne,89,7.406652006,-8.154377229,60.2210557,2,2,0,1
2081,3.689574701,402.0483198,47,PVC,Urban,Replacement,79,6.770464353,1.502291286,84.02648843,2,4,1,0
2082,7.455254535,788.5959325,8,HDPE,Rural,0ne,47,5.296276219,1.900670595,28.85632901,4,2,1,1
2083,46.9292063,489.4903735,30,PVC,Rural,Repair,96,7.074172821,6.782942514,58.20848892,3,0,1,1
2084,91.01280038,535.7660485,42,PVC,Rural,Repair,50,7.964207185,37.17313665,77.95896857,4,3,0,0
2085,54.331478,683.2919145,18,Cast Iron,Suburban,Replacement,82,9.698334931,30.24213993,49.58652565,3,4,1,0
2086,50.2834383,116.5225456,4,Cast Iron,Suburban,0ne,31,8.997769284,36.79781226,83.23372283,1,4,1,1
2087,11.4418963,688.5947993,47,PVC,Urban,Replacement,64,8.150807823,39.93047951,13.99634396,0,0,1,0
2088,66.02123037,656.7266342,43,Steel,Urban,0ne,29,7.25281765,11.6889502,73.65587875,1,2,0,0
2089,82.3882129,378.8624051,22,Steel,Suburban,Repair,15,6.167399909,1.353665834,94.35522706,4,3,0,1
2090,38.66158074,177.2148564,3,PVC,Rural,Replacement,58,2.08547941,18.00020806,33.85644878,3,4,1,1
2091,77.78557324,181.8419049,15,Cast Iron,Rural,Replacement,23,2.490011579,34.0567207,37.2673078,0,0,0,1
2092,96.48318874,930.9013723,35,Steel,Urban,0ne,38,8.382516046,13.28659305,9.271418042,3,0,0,1
2093,21.17287945,720.3513891,47,Cast Iron,Rural,Repair,41,8.22981621,15.26996513,64.50778518,3,1,0,1
2094,52.80963349,214.3923524,38,Steel,Suburban,Repair,75,6.530130334,-3.278044704,55.69262184,0,1,1,0
2095,29.42665785,421.0508524,33,PVC,Urban,0ne,15,4.949561194,11.02277463,4.994230115,0,2,0,0
2096,79.49258748,633.2346945,14,HDPE,Suburban,0ne,87,1.234293848,9.34974049,75.46899067,1,0,0,1
2097,58.18174322,852.0145346,48,HDPE,Suburban,0ne,3,3.944592483,7.584425143,83.09916508,2,2,1,1
2098,63.82365934,139.2948358,1,Cast Iron,Rural,0ne,83,4.785756918,34.3649335,90.80484081,0,2,1,1
2099,79.9935018,312.9698183,49,Cast Iron,Suburban,0ne,1,5.372346576,-7.034928339,55.02767453,2,3,0,1
2100,40.20107679,900.7740913,26,Steel,Suburban,Repair,88,9.363921387,38.60735914,45.80542346,2,1,0,1
2101,91.59391677,108.2489952,8,PVC,Rural,Repair,75,1.978384598,-9.587658736,87.7375783,2,2,1,1
2102,53.76985786,281.2591925,16,Steel,Suburban,Replacement,94,5.669802278,37.2797007,40.47098509,2,3,0,0
2103,16.63752746,963.1217584,38,PVC,Rural,Repair,11,4.311300673,17.40237514,65.8888694,0,3,1,0
2104,69.8940127,652.0616619,10,PVC,Suburban,0ne,60,9.910883073,25.12226222,61.92086338,3,1,1,1
2105,79.53287369,335.50423,42,Cast Iron,Rural,Repair,65,8.756776147,-0.643357515,37.84394888,0,1,0,0
2106,32.35940603,160.291985,37,HDPE,Rural,Repair,76,4.949072688,22.71057695,9.602103819,0,0,1,1
2107,85.86074644,125.3722064,26,HDPE,Urban,Repair,4,9.997260484,34.09788343,3.120138328,4,2,0,1
2108,90.70818222,320.2705717,28,Cast Iron,Suburban,Replacement,25,5.626569218,-3.025993008,43.39553631,4,3,0,1
2109,28.41354425,893.3372376,12,HDPE,Suburban,Replacement,72,2.504060169,-3.645919386,48.63895591,1,0,1,1
2110,98.3686258,474.3222889,20,Cast Iron,Urban,0ne,79,6.002872226,5.198895457,82.44514855,2,2,0,1
2111,14.93044128,748.3000322,49,Steel,Rural,0ne,43,3.035851892,-1.913705376,42.02675334,2,2,0,1
2112,20.99955117,926.4565318,14,PVC,Rural,Replacement,94,6.726815561,-4.467707595,28.8348276,4,0,1,1
2113,19.23825908,467.2364154,46,HDPE,Urban,Repair,40,9.436961574,23.9159518,46.74755034,3,3,0,1
2114,89.50498129,272.1496339,35,HDPE,Urban,Repair,96,8.075787192,0.691330696,24.56105756,1,0,1,1
2115,65.77496268,565.4061378,29,Steel,Rural,Replacement,99,3.458473214,23.35074497,10.0447005,3,2,1,0
2116,16.05832404,917.2753184,12,Steel,Rural,0ne,85,3.671727625,33.09646136,12.19126033,4,0,0,0
2117,44.59201842,823.9369727,18,HDPE,Urban,Repair,95,1.623593828,22.60123957,32.59629153,3,0,0,1
2118,61.91450448,159.246859,44,HDPE,Suburban,0ne,91,3.572810521,-4.031646504,2.254965338,2,2,0,1
2119,9.262944414,723.3155201,2,Cast Iron,Rural,Repair,44,1.833623197,18.6788787,22.80012538,4,1,0,1
2120,88.35922047,614.7077702,2,Cast Iron,Urban,0ne,72,5.495038474,9.681434211,78.96479095,3,3,1,0
2121,80.55675001,916.7168587,17,HDPE,Suburban,Repair,59,7.375123715,7.168546836,24.22710205,1,2,0,0
2122,51.01547058,210.2332752,10,Cast Iron,Suburban,0ne,23,7.760630453,5.926573431,11.96222159,1,1,0,1
2123,96.74553491,580.6325019,18,Steel,Suburban,0ne,62,1.53576309,36.47161119,94.95897544,0,0,0,0
2124,42.35833695,891.5164242,22,PVC,Suburban,0ne,23,4.059603084,27.12537283,62.62454152,4,1,1,1
2125,98.42692158,469.0214081,19,Cast Iron,Urban,Replacement,58,3.593545899,-3.307560521,6.942568994,4,2,1,0
2126,67.12407988,533.795426,1,PVC,Rural,0ne,55,1.938702907,13.80027399,7.162152683,4,2,1,1
2127,63.83245605,163.4146099,24,Cast Iron,Suburban,Replacement,33,4.262241798,5.911153763,61.60009044,2,0,0,0
2128,17.42953463,350.3292764,36,HDPE,Suburban,Replacement,77,3.693880982,38.89691563,54.4727514,2,2,1,1
2129,88.31084807,392.0559843,25,Cast Iron,Urban,0ne,63,6.710493064,38.90144865,7.769102467,4,4,1,1
2130,43.3214791,950.6102039,36,PVC,Suburban,Replacement,60,8.949723974,5.976723717,23.20723202,3,1,0,0
2131,17.06110717,354.4006245,31,PVC,Urban,Replacement,99,5.093575488,7.605655807,92.97524853,2,4,0,0
2132,2.248144478,514.7818617,31,HDPE,Urban,Replacement,61,7.719986555,19.97071036,57.62907024,4,4,1,1
2133,56.41581268,704.1739812,2,PVC,Rural,Repair,80,2.314093304,13.96535072,44.59221442,2,1,1,1
2134,53.21256259,245.9650352,19,HDPE,Suburban,0ne,76,9.054697408,0.655043608,25.76538578,0,2,0,1
2135,72.21600861,537.7981484,12,HDPE,Rural,Replacement,61,2.373352644,23.02060835,14.23610619,1,1,0,1
2136,89.13554725,764.6851355,10,PVC,Urban,0ne,95,2.728910625,6.706432194,40.86053673,0,0,1,1
2137,8.86125188,880.1696917,31,Steel,Suburban,Replacement,69,1.958174232,22.68582492,92.31428937,4,4,1,0
2138,73.41815254,663.6333472,45,PVC,Urban,0ne,89,3.787115514,9.184076116,5.822428172,1,4,1,1
2139,19.55378247,702.1481638,22,PVC,Urban,Replacement,21,5.97169402,25.01049469,99.10690278,3,2,1,0
2140,85.95952826,213.6551253,23,Cast Iron,Urban,Repair,3,9.891947003,23.38997354,21.5734593,4,1,1,1
2141,82.08728787,951.1988475,23,PVC,Suburban,Repair,48,8.140312312,15.4406378,41.46796868,3,3,0,0
2142,54.53858174,219.3166697,15,Cast Iron,Urban,Repair,10,4.423922226,25.23699954,5.460079508,3,2,0,1
2143,71.31403706,797.2056435,26,Cast Iron,Urban,Replacement,87,6.182614521,13.04828381,58.89343811,2,2,1,1
2144,32.12066121,338.3346896,3,PVC,Suburban,0ne,81,6.609772278,-4.193085017,48.87197127,2,2,0,0
2145,47.64562199,940.2338293,23,HDPE,Rural,Replacement,42,8.404544991,-0.894687333,67.00399644,1,1,0,1
2146,82.34205287,747.9635854,20,Steel,Urban,Repair,99,7.628066069,2.299656708,54.7251346,1,2,0,1
2147,46.46725452,778.4323417,45,PVC,Rural,Replacement,89,6.123620143,-6.838553589,40.41960068,2,0,0,0
2148,36.42202827,297.1532558,40,PVC,Rural,0ne,66,7.022647243,25.56906103,74.03791308,1,0,0,1
2149,49.92703228,498.735979,39,HDPE,Rural,Repair,91,7.713258499,8.369511342,3.477091651,0,4,1,1
2150,82.99667599,656.0318751,8,Cast Iron,Rural,Replacement,46,2.198296532,-5.323835184,54.56187307,4,4,1,1
2151,34.18559669,792.9762564,18,HDPE,Rural,0ne,9,2.804099152,30.99790604,12.27374418,0,1,0,1
2152,18.20239772,193.5634383,41,HDPE,Rural,Repair,49,7.1972586,24.18271422,44.16482498,4,3,1,1
2153,71.48938801,966.1287848,6,Cast Iron,Suburban,0ne,4,8.653830058,12.61121186,79.32140637,2,4,0,1
2154,82.77184306,901.1986035,27,PVC,Suburban,0ne,60,4.683360544,2.371266755,15.10361388,0,4,0,0
2155,10.96311037,343.3137314,36,HDPE,Rural,Repair,90,9.819012902,-2.41270531,93.64522453,3,4,1,1
2156,24.74753716,840.4842187,15,HDPE,Suburban,Replacement,96,2.944645594,12.91870959,88.96196455,0,4,0,1
2157,15.05522699,566.4915307,37,PVC,Suburban,Replacement,29,4.750293538,34.26228715,42.07560202,1,2,1,0
2158,35.44619975,515.6258334,5,PVC,Rural,Replacement,86,4.406707391,-0.580233836,1.591509232,0,4,0,1
2159,45.58474691,382.9906952,39,Steel,Rural,Replacement,47,9.372663467,18.43296145,79.18473784,2,1,0,0
2160,75.13380736,622.871728,9,HDPE,Urban,0ne,77,3.568406658,38.08429976,88.20868454,2,2,0,0
2161,65.4636109,756.9002059,7,Steel,Suburban,Replacement,87,5.237117002,21.85582874,18.29907114,1,2,1,1
2162,62.47192818,469.8396145,41,Cast Iron,Rural,Replacement,63,2.685104557,11.99823651,91.70302867,4,1,1,1
2163,35.88511971,666.2972737,20,PVC,Suburban,0ne,31,5.691396147,25.81864865,91.49563045,1,3,0,1
2164,84.30330776,729.381629,10,PVC,Suburban,0ne,51,8.716637525,31.22889595,47.65779425,4,4,1,1
2165,47.65742957,740.0096353,26,Steel,Suburban,Repair,41,3.736355157,19.52581489,80.00544627,2,0,0,1
2166,97.93138886,146.7694883,4,HDPE,Urban,0ne,36,8.297128649,33.59161795,45.04984985,2,3,1,0
2167,63.78007169,873.7730251,38,Cast Iron,Rural,Repair,40,9.20180424,15.72958797,56.84058033,4,4,0,1
2168,13.50020941,512.4279833,24,HDPE,Suburban,Repair,95,1.656621007,31.50145011,32.66406197,0,0,0,1
2169,67.94157865,336.1744735,14,HDPE,Rural,Replacement,60,7.807820827,37.60096202,16.78746519,0,2,0,1
2170,33.18529753,317.5880567,41,Steel,Suburban,Replacement,15,3.298090925,15.06217335,74.9071218,1,2,1,0
2171,68.94639247,534.7127016,1,HDPE,Rural,Replacement,78,2.577948963,20.25008578,1.137891607,2,2,0,0
2172,7.894473668,898.1483855,17,Steel,Rural,0ne,99,6.410101528,20.47337715,58.37571628,0,4,1,1
2173,18.31326228,440.5128235,45,PVC,Rural,0ne,88,7.350423546,29.07174318,86.60391661,2,1,1,0
2174,85.71798863,774.7531721,24,PVC,Suburban,Replacement,30,4.552848872,31.14829201,22.90645139,1,2,1,1
2175,23.49077615,187.1368579,27,PVC,Urban,Replacement,30,1.352563364,-8.63853419,33.95704622,3,2,1,1
2176,83.8670714,528.4510319,7,Cast Iron,Rural,0ne,27,9.178340718,26.6679782,59.16109943,2,2,1,1
2177,28.64833276,992.5175264,9,Cast Iron,Urban,Repair,40,7.576722252,29.19076223,25.44015441,3,4,0,1
2178,64.6453091,793.3940225,43,HDPE,Rural,Repair,78,3.44500126,25.02147197,84.90119888,2,0,0,1
2179,69.72090678,289.4756396,35,Steel,Urban,Replacement,45,5.471774702,25.68478297,37.29371354,4,3,1,1
2180,51.75282056,551.2973263,12,HDPE,Rural,Replacement,75,1.25013511,-7.929857041,58.57975826,3,2,1,1
2181,31.22575699,310.2622873,21,PVC,Urban,Replacement,47,4.053545036,12.1019331,23.38599361,4,3,0,1
2182,22.05179326,468.6048345,3,HDPE,Rural,Repair,90,5.70281712,30.90898249,5.097247362,4,1,0,1
2183,4.285746102,802.0756214,15,HDPE,Rural,Replacement,56,5.655012536,36.70035706,18.19632634,1,1,1,0
2184,31.09069372,794.1023338,21,HDPE,Urban,Repair,54,2.873663902,1.473396029,5.573694823,1,1,1,1
2185,65.66311626,305.2903401,10,PVC,Rural,0ne,85,7.990726296,18.95974702,47.39178606,0,2,1,0
2186,93.89217703,930.0009863,33,Steel,Suburban,0ne,9,3.689759427,30.21651198,59.0771017,3,3,1,1
2187,87.24924374,633.3113645,46,HDPE,Rural,0ne,65,6.223690209,27.62038214,5.422845561,0,0,0,1
2188,76.84041288,441.9318619,6,PVC,Rural,Replacement,70,3.44370003,20.94450585,9.957739932,3,4,0,0
2189,79.05628698,551.7420227,2,Cast Iron,Suburban,0ne,1,4.826510857,-9.065440587,49.06697765,1,3,1,1
2190,66.83350544,644.5641281,29,Steel,Suburban,Repair,86,2.867631627,26.19429201,80.11881329,1,4,1,0
2191,26.7683989,603.9014787,40,PVC,Suburban,Repair,13,6.697070133,28.66212516,63.17290871,1,3,1,1
2192,90.81230804,537.764532,33,HDPE,Urban,Repair,38,4.830259241,26.14247533,11.36631179,3,2,1,1
2193,67.40249888,554.4395237,4,PVC,Suburban,Replacement,45,1.14505574,28.29045807,88.86668511,1,0,0,1
2194,56.48362247,258.7707194,4,Steel,Urban,Replacement,40,1.253484946,11.54574463,91.82757324,0,2,1,1
2195,11.98795745,831.4596139,29,HDPE,Suburban,Repair,95,5.240208866,39.6876073,33.17072596,4,1,0,1
2196,45.25849884,587.5842879,37,Cast Iron,Urban,Repair,15,2.649032802,28.53934579,61.9857614,3,0,1,1
2197,46.57546885,217.9718755,20,Cast Iron,Suburban,Repair,50,6.265378433,18.93400026,49.74038787,4,3,0,0
2198,86.59179734,789.5413914,41,Cast Iron,Suburban,Repair,2,4.673726036,36.70956349,94.26035309,0,2,1,1
2199,55.1181738,939.1995805,23,PVC,Rural,0ne,53,6.88977852,35.40991697,51.36610476,2,4,1,1
2200,38.65965435,952.5762093,45,Steel,Suburban,Repair,95,9.571556567,30.72835327,96.03661556,1,2,0,1
2201,97.70323252,432.1159592,18,Cast Iron,Rural,Replacement,26,5.758625213,18.18474595,20.7349125,0,2,0,1
2202,11.96133874,221.9651862,49,HDPE,Suburban,Replacement,66,8.086407432,16.35505096,35.20813901,2,3,0,1
2203,42.8322944,566.559664,25,HDPE,Suburban,Replacement,75,7.777368967,6.435396599,78.35317877,3,3,1,1
2204,5.160442842,201.3483064,1,HDPE,Rural,Replacement,33,9.296119939,2.543898955,78.57746282,0,1,0,1
2205,74.25050796,940.5886767,15,PVC,Rural,Replacement,82,2.926160805,15.61797585,73.48614412,3,0,1,1
2206,91.88957867,265.2216646,34,Steel,Urban,Repair,85,8.445942737,18.88908809,86.101535,4,2,1,1
2207,28.72369563,327.489274,48,Steel,Rural,Repair,59,9.149683407,2.226321573,70.55207112,4,4,0,1
2208,85.975826,465.9728742,20,Cast Iron,Urban,0ne,95,4.534866829,36.13006218,63.9724293,3,3,0,1
2209,29.92960482,444.8480217,37,Steel,Suburban,0ne,26,3.824345751,17.86369984,46.43357629,4,3,0,1
2210,91.166246,815.1966032,27,HDPE,Rural,0ne,94,9.568323187,16.32526627,47.24168659,4,1,1,1
2211,75.64222846,510.6851385,22,HDPE,Rural,Repair,21,6.648695399,11.78191942,41.20998783,1,0,1,0
2212,80.68577091,253.691434,5,PVC,Suburban,0ne,49,4.426088367,-7.096435214,62.40096817,3,1,1,1
2213,2.782649004,340.4889059,34,HDPE,Suburban,Repair,80,8.126449488,34.12006672,41.25972899,3,3,0,1
2214,96.31822535,558.2020467,39,Steel,Suburban,Replacement,71,3.740265115,5.849711322,15.60193709,2,4,0,1
2215,72.94042821,232.7085257,3,HDPE,Suburban,Repair,86,2.587668275,22.12301672,11.546432,1,1,1,0
2216,31.17035844,650.4901081,17,Cast Iron,Rural,Repair,71,5.895726722,20.37167795,92.52275525,0,2,0,1
2217,83.11007182,609.1725759,24,PVC,Suburban,Replacement,66,6.095908404,19.22434127,3.449151846,1,3,1,0
2218,28.87059864,743.2320847,24,PVC,Suburban,Replacement,37,8.43171834,16.2856101,11.44125892,0,3,0,1
2219,87.40263012,943.9341538,3,Steel,Rural,Replacement,14,5.113246195,-0.928008328,45.08518259,3,1,0,0
2220,12.14545865,921.029105,45,HDPE,Urban,0ne,72,8.331278856,4.030287052,27.02970042,1,4,0,1
2221,70.66491177,951.4680563,7,HDPE,Rural,0ne,93,3.801904114,16.20940356,41.17904114,2,1,1,0
2222,54.52914919,320.2440373,25,Steel,Urban,0ne,7,6.17831382,29.46712258,12.62729078,4,4,0,0
2223,10.55691255,218.408776,3,Steel,Suburban,Replacement,38,2.87625501,11.59944853,13.95978675,0,3,1,0
2224,24.947489,372.0490304,15,Cast Iron,Rural,0ne,45,4.469013558,0.196127652,80.26513296,4,1,1,0
2225,2.227999591,905.5766555,29,Steel,Suburban,Replacement,22,8.71785728,-5.60277876,76.15176567,3,0,1,0
2226,47.40802858,974.8481272,29,HDPE,Rural,Replacement,44,2.943893741,23.15055017,11.32103371,3,1,1,0
2227,30.82526082,873.392456,10,Cast Iron,Urban,Replacement,81,8.292155166,11.16699853,67.11125108,3,1,0,0
2228,60.23739095,199.015949,32,PVC,Rural,0ne,80,3.545844921,-3.731455369,61.32182101,4,0,1,0
2229,30.42654296,952.6851983,23,HDPE,Suburban,0ne,97,1.310407477,23.723344,71.62290955,3,0,0,1
2230,30.69199204,481.0222246,39,PVC,Rural,Replacement,35,1.989411131,0.378936543,47.97044155,3,2,1,1
2231,74.57612667,108.3792617,9,PVC,Suburban,0ne,60,7.712915908,15.45080242,27.72869593,4,0,0,1
2232,5.766140762,498.1543667,37,PVC,Rural,Repair,96,3.358638339,5.309398754,66.70423777,3,4,1,1
2233,90.38660452,141.4622527,40,HDPE,Urban,0ne,3,6.88731033,36.58450322,37.76438523,0,2,0,1
2234,85.37412356,589.490129,14,PVC,Rural,Replacement,67,7.292790125,1.414403314,22.6763372,1,4,1,1
2235,67.11266364,404.6986247,4,HDPE,Rural,Replacement,72,4.10606618,10.99592608,41.45427236,0,2,1,1
2236,59.72893544,526.0914402,20,PVC,Rural,Replacement,95,5.274270885,37.97467984,76.56371372,3,2,0,1
2237,89.33794732,651.8533247,28,Steel,Rural,Repair,55,4.633903814,5.936258997,48.10352646,3,4,0,1
2238,19.34768777,881.9209862,14,Steel,Urban,Replacement,9,9.526140967,22.22965815,30.68656208,3,3,0,1
2239,8.817947057,695.7114188,44,HDPE,Suburban,Replacement,69,3.879539761,5.836352185,83.35499287,3,3,0,1
2240,24.71150682,490.6439816,34,PVC,Rural,0ne,28,2.64990738,-4.466251044,88.28273176,4,1,1,1
2241,79.66324959,837.4850683,13,PVC,Rural,Repair,15,4.290335586,21.37736163,43.89179195,1,3,0,0
2242,4.432356406,915.0239238,31,PVC,Rural,0ne,91,7.025641368,35.80157676,38.09411405,4,1,1,1
2243,58.69787667,207.7839698,33,Steel,Urban,Replacement,31,7.276264213,12.62823336,61.65719575,4,3,0,1
2244,99.5483141,578.7396798,39,PVC,Suburban,Replacement,59,9.316515838,21.30882713,6.73947016,3,1,0,1
2245,85.71391329,356.0607638,28,PVC,Suburban,Repair,82,8.935790364,20.44492066,69.4409929,0,1,1,1
2246,52.62312322,142.3550781,25,HDPE,Rural,Replacement,54,3.594884684,10.75448513,78.44647293,0,0,0,1
2247,7.300450019,701.6920256,32,PVC,Rural,Repair,68,5.096469241,20.74483194,40.3467508,2,1,0,1
2248,83.30597792,876.4936997,9,Steel,Suburban,0ne,85,7.725420894,2.965904221,18.28696915,1,4,0,1
2249,60.29887231,246.612389,28,PVC,Rural,Repair,47,9.248835525,8.90189523,3.853019139,2,4,0,0
2250,12.37836671,831.1722919,31,Steel,Rural,0ne,42,4.034485116,12.11594282,64.08731435,4,1,0,1
2251,10.2918712,868.0561602,17,Steel,Rural,Replacement,23,4.999972908,33.20043418,27.63034726,2,4,0,0
2252,91.05305512,922.9063984,23,Cast Iron,Urban,0ne,86,9.095304434,7.416644742,46.92506913,2,3,0,0
2253,67.25082603,338.7565802,13,Steel,Urban,0ne,65,4.226354858,21.75685241,39.24919664,2,4,0,0
2254,83.09939313,913.5577587,10,Cast Iron,Suburban,0ne,89,5.324616876,0.670191871,18.3135948,1,0,0,0
2255,88.01891113,388.5964793,16,Cast Iron,Urban,Repair,54,9.140537271,2.628486453,51.32849818,0,4,0,1
2256,57.60546285,597.1042121,6,PVC,Urban,0ne,92,8.220188962,22.42144377,46.49975875,0,3,1,1
2257,52.22718882,145.4567237,48,Cast Iron,Suburban,Repair,11,3.190878325,28.11549637,62.79061466,2,3,0,0
2258,43.61231362,139.4929795,11,HDPE,Urban,Repair,63,3.923155589,13.10585883,25.93661446,1,1,0,1
2259,32.37771219,748.3358915,3,Steel,Suburban,Repair,22,4.176628547,6.754984839,22.24926891,0,2,0,0
2260,44.02500013,500.0319802,28,HDPE,Rural,Replacement,54,9.214646261,35.5135778,81.62016092,3,3,0,1
2261,77.61408592,330.6631378,41,Cast Iron,Suburban,Replacement,89,9.990403634,-3.209609248,70.51703225,0,1,1,0
2262,60.59041967,271.3721464,15,PVC,Suburban,Replacement,85,7.966038719,26.03571188,77.44843872,0,1,0,1
2263,89.35980571,702.9581418,13,Steel,Suburban,Repair,36,5.358936722,24.50853749,13.20569136,1,4,0,0
2264,44.89462142,100.3613896,42,HDPE,Rural,Replacement,58,1.091564363,24.51225814,23.17992469,1,4,1,0
2265,61.10186829,825.3020523,45,PVC,Rural,0ne,20,7.277392509,36.77102222,57.9776201,0,1,0,1
2266,63.49944776,171.3246455,17,Cast Iron,Rural,Repair,16,4.50425048,26.40951505,85.86293334,3,0,0,1
2267,59.57801907,272.3406534,7,PVC,Suburban,Replacement,92,6.696878232,5.07825947,89.31934967,3,1,1,1
2268,70.56074354,447.6127558,28,HDPE,Suburban,Repair,56,6.460245671,7.670461212,83.35908626,2,4,1,0
2269,24.50591337,536.3728657,38,PVC,Suburban,Replacement,93,5.327488509,9.55554866,5.296396662,2,3,0,1
2270,51.72401398,419.4956042,13,HDPE,Suburban,0ne,50,9.49948658,-8.459566295,82.26703928,0,0,0,1
2271,11.31825548,388.6409485,17,PVC,Suburban,Repair,90,1.208317108,35.67551577,90.01002657,0,2,0,1
2272,39.06662144,967.5244109,15,Steel,Suburban,Replacement,66,7.40919236,-6.322369807,6.618159925,0,3,0,1
2273,49.27903979,677.4217131,36,PVC,Suburban,Replacement,74,4.688558815,24.9897141,42.21180848,3,4,0,0
2274,65.5702017,121.0896598,28,Steel,Urban,0ne,13,7.424114054,26.50805024,54.12442201,4,3,1,0
2275,95.10257421,487.1583176,15,HDPE,Rural,0ne,15,7.076976828,32.18575253,24.04228692,2,3,0,1
2276,60.46445559,887.5078298,46,Steel,Urban,Replacement,73,1.092142023,17.66811278,52.15187995,2,4,1,1
2277,74.6157977,371.3105678,11,PVC,Rural,Replacement,27,3.568046457,26.26322119,88.70962301,4,3,1,0
2278,51.12033989,185.1007103,31,Steel,Suburban,Repair,8,2.701823685,5.136146223,86.82730813,0,1,0,1
2279,63.77629911,782.5462944,4,HDPE,Urban,Repair,70,2.502877176,27.27920055,94.04389084,2,0,0,1
2280,8.022289397,645.4124487,35,PVC,Suburban,Replacement,50,7.556290157,7.170786863,48.92687004,3,4,0,0
2281,26.1847665,613.281257,34,Steel,Urban,0ne,88,3.155962142,35.14192392,41.64612758,4,0,1,1
2282,36.82345623,148.2189036,27,Steel,Urban,Repair,67,5.272638535,-1.830909612,66.91299408,3,1,1,0
2283,47.77684215,226.4491088,10,Cast Iron,Suburban,Replacement,26,3.222900958,5.787865534,42.25929718,0,4,1,1
2284,5.519225805,660.2944566,30,Steel,Urban,0ne,36,6.222104411,14.93847258,5.152515004,2,1,0,0
2285,14.86238566,287.0414573,45,Cast Iron,Urban,0ne,21,7.485163913,28.79252786,72.27222376,3,2,0,0
2286,28.40461647,553.6630718,20,HDPE,Rural,Replacement,77,3.979672648,27.43995526,28.81741019,4,2,1,1
2287,97.1817364,590.3935174,29,Cast Iron,Suburban,Replacement,52,6.427187635,0.535843716,5.859445914,0,2,0,1
2288,33.8033537,355.1564712,29,HDPE,Suburban,Repair,11,8.42369297,-2.788215169,3.041486576,2,0,1,1
2289,48.72206475,953.58264,23,Steel,Urban,Replacement,8,1.848018566,5.198480215,93.20476559,2,2,0,1
2290,20.41367356,858.2176962,21,Steel,Suburban,Repair,57,7.396035391,14.18770758,25.95552486,0,2,0,1
2291,61.46722704,750.1361569,48,Cast Iron,Rural,0ne,46,3.9083045,16.95025224,45.34202006,0,1,0,1
2292,28.78763834,170.1944798,43,HDPE,Rural,Repair,78,2.103849609,11.45687955,95.10706884,0,3,1,1
2293,21.49226527,195.5170174,10,Steel,Suburban,Replacement,97,5.910887869,23.15450583,47.2841809,3,3,1,0
2294,52.14069022,543.5032113,41,Cast Iron,Suburban,Repair,2,3.036360873,11.37794718,8.782323029,1,2,0,0
2295,1.545074117,244.6420143,12,Cast Iron,Rural,0ne,64,8.392256134,37.3164505,55.64166868,2,3,1,1
